station,province,rows,cgn_id,cgn_name,cgn_concise,cgn_lat,cgn_lon,hr_lat,hr_lon,csd_id,wikidata_qid,coord_source
Clanwilliam,MANITOBA,90,GAFBG,Clanwilliam,UNP,50.3619440,-99.8147220,50.3619,-99.8147,MB165004,Q666912,cgn_direct
Bruno,SASKATCHEWAN,90,HAKRV,Bruno,TOWN,52.2654556,-105.5248083,,,SK185034,Q855987,cgn_direct
Odessa,SASKATCHEWAN,90,HANDA,Odessa,VILG,50.2840347,-103.7847861,,,SK176059,Q2201332,cgn_direct
Lamont,ALBERTA,90,IACGW,Lamont,TOWN,53.7591666,-112.7844444,,,AB198029,Q1743848,cgn_direct
Mortlach,SASKATCHEWAN,90,HALVS,Mortlach,VILG,50.4556190,-106.0681240,,,SK177029,Q2201170,cgn_direct
Wymark,SASKATCHEWAN,90,HANPD,Wymark,HAM,50.1097980,-107.7339870,,,,,cgn_direct
Hatton,SASKATCHEWAN,90,HAEWM,Hatton,UNP,50.0500516,-109.8341134,50.05,-109.8333,SK174033,Q14874950,cgn_direct
Riverhurst,SASKATCHEWAN,90,HAJDL,Riverhurst,VILG,50.9033750,-106.8671683,50.9,-106.8667,SK177046,Q2204139,cgn_direct
Hartney,MANITOBA,89,GAKKP,Hartney,TOWN,49.4808330,-100.5225000,49.4808,-100.5225,MB158011,Q75838,cgn_direct
Esterhazy,SASKATCHEWAN,89,HAIPN,Esterhazy,TOWN,50.6531472,-102.0710500,50.65,-102.0833,SK175037,Q727984,cgn_direct
Langenburg,MANITOBA,89,HAQCC,Langenburg,TOWN,50.8441000,-101.7010725,50.85,-101.7167,SK175011,Q6485898,cgn_direct
Acme,ALBERTA,89,IAPVO,Acme,VILG,51.4972222,-113.5086111,51.5,-113.5,AB194031,Q341968,cgn_direct
Crossfield,ALBERTA,89,IAOEN,Crossfield,TOWN,51.4305556,-114.0308333,51.4333,-114.0333,AB194037,Q2306577,cgn_direct
Warner,ALBERTA,89,IAOTF,Warner,VILG,49.2827778,-112.2077778,,,AB189031,Q1746515,cgn_direct
Gilbert Plains,MANITOBA,89,GBSLM,Gilbert Plains,TOWN,51.1497220,-100.4877780,,,MB168002,Q1659686,cgn_direct
Grandview,MANITOBA,89,GAJRE,Grandview,TOWN,51.1741670,-100.6977800,51.2,-100.8125,MB168003,Q18345798,cgn_direct
Langham,SASKATCHEWAN,89,HAFJO,Langham,TOWN,52.3584611,-106.9578389,,,SK182024,Q1915082,cgn_direct
Cadillac,SASKATCHEWAN,89,HAAPU,Cadillac,VILG,49.7275410,-107.7437220,,,SK174029,Q1999463,cgn_direct
Elrose,SASKATCHEWAN,89,HAHWC,Elrose,TOWN,51.2014769,-108.0332056,,,SK178032,Q1521613,cgn_direct
Eston,SASKATCHEWAN,89,HAIPS,Eston,TOWN,51.1491694,-108.7574611,51.15,-108.75,SK178033,Q14215161,cgn_direct
Nobleford,ALBERTA,89,IANQV,Nobleford,TOWN,49.8813889,-113.0558333,,,AB192028,Q7045829,cgn_direct
Forestburg,ALBERTA,89,IAFEA,Forestburg,VILG,52.5838889,-112.0644444,52.5833,-112.0667,AB195032,Q5469214,cgn_direct
Cypress River,MANITOBA,88,GAGAQ,Cypress River,UNP,49.5558330,-99.0866670,,,,,cgn_direct
Ninga,MANITOBA,88,GATFQ,Ninga,UNP,49.2275000,-99.8894440,,,,,cgn_direct
Dysart,SASKATCHEWAN,88,HAGZP,Dysart,VILG,50.9428056,-104.0368861,,,SK176044,Q2002698,cgn_direct
Liberty,SASKATCHEWAN,88,HATPP,Liberty,VILG,51.1411000,-105.4468556,,,SK181046,Q2085384,cgn_direct
Irvine,ALBERTA,88,IALYJ,Irvine,UNP,49.9552777,-110.2766666,,,AB189025,Q6074292,cgn_direct
Briercrest,SASKATCHEWAN,88,HAKKL,Briercrest,VILG,50.1672930,-105.2649210,,,SK176035,Q1999240,cgn_direct
Kenaston,SASKATCHEWAN,88,HADGQ,Kenaston,VILG,51.5025136,-106.2709333,,,SK181045,Q2004158,cgn_direct
Laird,SASKATCHEWAN,88,HATYQ,Laird,VILG,52.7147306,-106.5897194,52.7167,-106.5833,SK185012,Q6474080,cgn_direct
Richlea,SASKATCHEWAN,88,HAJCJ,Richlea,UNP,51.1833833,-108.5840478,,,SK178043,Q115865989,cgn_direct
Treherne,MANITOBA,87,GBSLH,Treherne,TOWN,49.6294440,-98.6977780,,,,,cgn_direct
Creelman,SASKATCHEWAN,87,HARME,Creelman,VILG,49.8209333,-103.3104000,,,SK172032,Q1999840,cgn_direct
Guernsey,SASKATCHEWAN,87,HATNI,Guernsey,HAM,51.8714540,-105.1876220,51.8833,-105.1833,SK181042,Q5614890,cgn_direct
Macoun,SASKATCHEWAN,87,HAKUU,Macoun,VILG,49.3134306,-103.2620722,,,SK172041,Q2085978,cgn_direct
Manor,SASKATCHEWAN,87,HAKXE,Manor,VILG,49.6025769,-102.0855710,49.6,-102.0833,SK171039,Q2086258,cgn_direct
Springside,SASKATCHEWAN,87,HAJSH,Springside,TOWN,51.3447722,-102.7423056,,,SK179033,Q1917066,cgn_direct
Benito,MANITOBA,87,GACEN,Benito,VILG,51.9138890,-101.5483300,,,,,cgn_direct
Bethune,SASKATCHEWAN,87,HAKCI,Bethune,VILG,50.7108111,-105.2052667,,,SK176034,Q1999109,cgn_direct
Dundurn,SASKATCHEWAN,87,HAGYA,Dundurn,TOWN,51.8092028,-106.5053722,,,SK181014,Q5314922,cgn_direct
Shellbrook,SASKATCHEWAN,87,HAIDH,Shellbrook,TOWN,53.2203306,-106.3885444,53.2167,-106.4,SK186041,Q1916980,cgn_direct
Tisdale,SASKATCHEWAN,87,HANSL,Tisdale,TOWN,52.8490500,-104.0490972,,,SK184019,Q7809545,cgn_direct
Plum Coulee,MANITOBA,87,GAVXA,Plum Coulee,TOWN,49.1911110,-97.7605560,49.1911,-97.7606,MB156014,Q393675,cgn_direct
Verwood,SASKATCHEWAN,87,HAJLF,Verwood,UNP,49.5106610,-105.6205220,,,SK173047,Q7923033,cgn_direct
Alliance,ALBERTA,87,IABGK,Alliance,VILG,52.4344445,-111.7852778,52.4333,-111.7833,AB195026,Q4732261,cgn_direct
Hamiota,MANITOBA,86,GBSLL,Hamiota,TOWN,50.1805550,-100.5961110,0.0,0.0,MB165006,Q18348148,cgn_direct
Melfort,SASKATCHEWAN,86,HAUTW,Melfort,CITY,52.8563361,-104.6099722,52.8667,-104.6167,SK184035,Q1904228,cgn_direct
Manville,ALBERTA,86,IAGUF,Mannville,,53.3402778,-111.1777778,,,,,agent_high
Chaplin,SASKATCHEWAN,86,HACHD,Chaplin,VILG,50.4608570,-106.6571780,50.4667,-106.6667,SK177010,Q5073237,cgn_direct
Eastend,SASKATCHEWAN,86,HAOOQ,Eastend,TOWN,49.5163028,-108.8198083,,,SK174025,Q1521430,cgn_direct
Instow,SASKATCHEWAN,86,HAOOU,Instow,UNP,49.7166944,-108.2840264,,,,,cgn_direct
Regina,SASKATCHEWAN,85,HAIMP,Regina,CITY,50.4548389,-104.6066083,50.45,-104.6167,SK176022,Q2123,cgn_direct
Stalwart,SASKATCHEWAN,85,HAUZY,Stalwart,UNP,51.2299480,-105.4417160,,,,,cgn_direct
Coronation,ALBERTA,85,IANKG,Coronation,TOWN,52.0947223,-111.4477778,52.0833,-111.45,AB195023,Q984206,cgn_direct
Pathlow,SASKATCHEWAN,85,HABCM,Pathlow,HAM,52.7145500,-104.8022790,,,,,cgn_direct
Melita,MANITOBA,84,GAQZN,Melita,TOWN,49.2680560,-100.9958300,0.0,0.0,MB158012,Q312033,cgn_direct
Balcarres,SASKATCHEWAN,84,HACOG,Balcarres,TOWN,50.8049556,-103.5442500,0.0,0.0,SK176032,Q1909230,cgn_direct
Brownlee,SASKATCHEWAN,84,HAKNO,Brownlee,VILG,50.7363400,-106.0209940,,,SK177033,Q1999380,cgn_direct
Elbow,SASKATCHEWAN,84,HAHUK,Elbow,VILG,51.1216333,-106.5976472,,,SK181038,Q2003112,cgn_direct
Plenty,SASKATCHEWAN,84,HAHOM,Plenty,VILG,51.7833517,-108.6444194,,,SK183049,Q2202254,cgn_direct
Wynyard,SASKATCHEWAN,84,HATMX,Wynyard,TOWN,51.7688292,-104.1793250,51.7667,-104.1833,SK180020,Q1917692,cgn_direct
Calder,MANITOBA,84,HAPDU,Calder,VILG,51.1584720,-101.7496970,0.0,0.0,SK179001,Q5019009,cgn_direct
Ensign,ALBERTA,84,IACQS,Ensign,UNP,50.4750000,-113.4316667,,,,,cgn_direct
Foremost,ALBERTA,84,IAFDZ,Foremost,VILG,49.4763889,-111.4469444,49.4833,-111.4167,,,cgn_direct
Morrin,ALBERTA,84,IALIG,Morrin,VILG,51.6602778,-112.7672222,,,AB193031,Q1746010,cgn_direct
Lauder,MANITOBA,83,GAOGM,Lauder,UNP,49.3905560,-100.6769400,49.3906,-100.6769,,,cgn_direct
Winkler,MANITOBA,83,GBSLJ,Winkler,CITY,49.1816670,-97.9402780,,,MB156015,Q1019402,cgn_direct
Perdue,SASKATCHEWAN,83,HATVK,Perdue,VILG,52.0541083,-107.5448528,52.0667,-107.55,SK182010,Q16823107,cgn_direct
Hughenden,ALBERTA,83,IAKYO,Hughenden,VILG,52.5105556,-110.9672222,,,AB195034,Q5933280,cgn_direct
Kitscoty,ALBERTA,83,IABQG,Kitscoty,VILG,53.3419444,-110.3333333,,,AB198028,Q1746101,cgn_direct
Primate,SASKATCHEWAN,83,HAHRY,Primate,VILG,52.2609830,-109.8189560,,,,,cgn_direct
Halkirk,ALBERTA,83,IAIMF,Halkirk,VILG,52.2825000,-112.1536111,52.2833,-112.15,AB196043,Q2552362,cgn_direct
Avonlea,SASKATCHEWAN,83,HACMR,Avonlea,VILG,50.0124944,-105.0588278,50.0167,-105.0667,SK172027,Q1998955,cgn_direct
Lewvan,SASKATCHEWAN,83,HAGFJ,Lewvan,UNP,50.0000312,-104.1005522,,,,,cgn_direct
Revenue,SASKATCHEWAN,83,HAINY,Revenue,UNP,52.2271510,-108.8993040,,,,,cgn_direct
Compeer,ALBERTA,83,IANHG,Compeer,UNP,51.8594444,-110.0130556,51.8667,-110.0,,,cgn_direct
Galahad,ALBERTA,83,IAFWR,Galahad,VILG,52.5141670,-111.9305550,,,AB195033,Q2177573,cgn_direct
Sexsmith,ALBERTA,83,IAHJF,Sexsmith,TOWN,55.3502778,-118.7816667,,,,,cgn_direct
Grand Coulee,SASKATCHEWAN,82,HADMF,Grand Coulee,VILG,50.4322500,-104.8175964,,,SK176049,Q2003716,cgn_direct
Grassy Lake,ALBERTA,82,IAHNX,Grassy Lake,UNP,49.8261111,-111.6994444,,,AB189028,Q5597617,cgn_direct
Medicine Hat,ALBERTA,82,IAIUC,Medicine Hat,CITY,50.0408334,-110.6766667,50.05,-110.6667,AB189023,Q368241,cgn_direct
Raymond,ALBERTA,82,IAEIX,Raymond,TOWN,49.4650000,-112.6611111,,,AB190028,Q1001461,cgn_direct
Arran,MANITOBA,82,HAPCQ,Arran,VILG,51.8844681,-101.7186203,,,SK179021,Q1998917,cgn_direct
Laura,SASKATCHEWAN,82,HAFKP,Laura,UNP,51.8500424,-107.2673104,,,SK182035,Q6498557,cgn_direct
Marshall,SASKATCHEWAN,82,HAKZH,Marshall,VILG,53.1928130,-109.7782540,,,SK187027,Q1915390,cgn_direct
Piapot,SASKATCHEWAN,82,HAORC,Piapot,HAM,49.9895890,-109.1282120,,,SK174022,Q7190231,cgn_direct
Consort,ALBERTA,82,IANIH,Consort,VILG,52.0077778,-110.7741667,0.0,0.0,AB195029,Q2664348,cgn_direct
Stornoway,SASKATCHEWAN,82,HAJYC,Stornoway,HAM,51.2938740,-102.0335330,,,SK179035,Q7620311,cgn_direct
Portreeve,SASKATCHEWAN,82,HAARC,Portreeve,UNP,50.8233180,-109.0113170,,,SK178041,Q7232381,cgn_direct
Central Butte,SASKATCHEWAN,82,HACGE,Central Butte,TOWN,50.7975944,-106.5065250,50.8,-106.5167,SK177034,Q1134451,cgn_direct
Foxwarren,MANITOBA,81,GAITF,Foxwarren,UNP,50.5172220,-101.1513900,,,MB165018,Q1764673,cgn_direct
Ernfold,SASKATCHEWAN,81,HAIPD,Ernfold,VILG,50.4483667,-106.8926222,,,SK177037,Q2003200,cgn_direct
Kronau,SASKATCHEWAN,81,HAFFR,Kronau,HAM,50.3058833,-104.2911750,,,SK176052,Q6438878,cgn_direct
Neudorf,SASKATCHEWAN,81,HAMDW,Neudorf,VILG,50.7097306,-103.0142389,,,SK175046,Q2201244,cgn_direct
Elgin,MANITOBA,81,GAHPI,Elgin,UNP,49.4438890,-100.2691700,45.8,-65.1167,NB022003,Q5360046,cgn_direct
Bengough,SASKATCHEWAN,81,HAKAN,Bengough,TOWN,49.3963611,-105.1283028,49.4,-105.1333,SK172010,Q4887767,cgn_direct
Lemsford,SASKATCHEWAN,81,HAGEE,Lemsford,UNP,50.8500509,-109.1174023,,,SK178038,Q6521523,cgn_direct
Forgan,SASKATCHEWAN,81,HACCM,Forgan,UNP,51.2682610,-107.8014080,,,,,cgn_direct
Plato,SASKATCHEWAN,81,HAHOF,Plato,UNP,51.1633220,-108.4458930,,,SK178040,Q7202413,cgn_direct
Hussar,ALBERTA,81,IAKZP,Hussar,VILG,51.0413889,-112.6816667,,,,,cgn_direct
Shoal Lake,MANITOBA,80,GAZBY,Shoal Lake,TOWN,50.4377780,-100.5911100,49.6167,-95.1167,MB165012,Q25247456,cgn_direct
Frobisher,SASKATCHEWAN,80,HAUQE,Frobisher,VILG,49.2098083,-102.4270000,,,SK171032,Q2003355,cgn_direct
Leslie,SASKATCHEWAN,80,,Leslie (Wikipedia),,51.691,-103.712,,,SK180032,Q6530572,wikipedia
Hardisty,ALBERTA,80,IAINT,Hardisty,TOWN,52.6750000,-111.3044444,52.6667,-111.3,AB195024,Q2798556,cgn_direct
Macleod,ALBERTA,80,IAFFG,Fort Macleod,TOWN,49.7230555,-113.4041667,,,AB190025,Q2128700,cgn_direct
Silverton,MANITOBA,80,GAZHM,Silverton,UNP,50.7669440,-101.1591700,,,,,cgn_direct
Vanscoy,SASKATCHEWAN,80,HAITT,Vanscoy,VILG,52.0040111,-106.9736306,,,SK182046,Q2205152,cgn_direct
Raymore,SASKATCHEWAN,80,HATOY,Raymore,TOWN,51.4088111,-104.5265667,,,SK180038,Q1916677,cgn_direct
Holden,ALBERTA,80,IAJXO,Holden,VILG,53.2333333,-112.2338889,,,AB198025,Q3139302,cgn_direct
Ogema,SASKATCHEWAN,80,HANDC,Ogema,TOWN,49.5736417,-104.9155639,,,SK172023,Q1916323,cgn_direct
Veteran,ALBERTA,80,IAONF,Veteran,VILG,52.0027778,-111.1208333,,,AB195042,Q7923563,cgn_direct
Sibbald,ALBERTA,80,IAIFY,Sibbald,UNP,51.3883333,-110.1502778,,,,,cgn_direct
Richard,SASKATCHEWAN,80,HAJBX,Richard,VILG,52.6927333,-107.7026900,,,SK186039,Q2202473,cgn_direct
Domremy,SASKATCHEWAN,80,HAPMJ,Domremy,HAM,52.7833676,-105.7338741,,,SK185038,Q3035634,cgn_direct
Bulwark,ALBERTA,80,IAJLB,Bulwark,UNP,52.2416667,-111.5866667,52.25,-111.5833,,,cgn_direct
Manitou,MANITOBA,79,GBSLG,Manitou,TOWN,49.2405550,-98.5366670,,,MB157011,Q312066,cgn_direct
Bounty,SASKATCHEWAN,79,HAKEA,Bounty,UNP,51.5167069,-107.3673181,,,SK182028,Q4950048,cgn_direct
Carievale,MANITOBA,79,HABRA,Carievale,VILG,49.1756690,-101.6270060,,,SK171029,Q1999502,cgn_direct
Namaka,ALBERTA,79,IAMIC,Namaka,UNP,50.9586111,-113.2925000,,,,,cgn_direct
Ardath,SASKATCHEWAN,79,HABTQ,Ardath,UNP,51.6167073,-107.2339799,,,SK182027,Q4787831,cgn_direct
Penzance,SASKATCHEWAN,79,HAPIR,Penzance,HAM,51.0607170,-105.4410910,,,SK176061,Q7165428,cgn_direct
Trochu,ALBERTA,79,IAOUD,Trochu,TOWN,51.8286111,-113.2280556,,,AB194043,Q517797,cgn_direct
Evesham,SASKATCHEWAN,79,HAIQL,Evesham,UNP,52.3911827,-109.8452092,,,SK183038,Q5418196,cgn_direct
Humboldt,SASKATCHEWAN,79,HAPOH,Humboldt,CITY,52.2019155,-105.1229806,52.2,-105.1167,SK185002,Q5940351,cgn_direct
Speers,SASKATCHEWAN,79,HAJBF,Speers,VILG,52.7073278,-107.5581806,52.7167,-107.5667,SK186042,Q16900391,cgn_direct
Caron,SASKATCHEWAN,78,HABXC,Caron,HAM,50.4588390,-105.8711950,50.4667,-105.8667,SK177008,Q5045515,cgn_direct
Fleming,MANITOBA,78,HAQQN,Fleming,TOWN,50.0747290,-101.5130950,,,SK175022,Q1910658,cgn_direct
Grayson,SASKATCHEWAN,78,HADNQ,Grayson,VILG,50.7193297,-102.6453806,,,SK175013,Q5598418,cgn_direct
Macklin,SASKATCHEWAN,78,HAKTX,Macklin,TOWN,52.3362333,-109.9388806,52.3333,-109.9333,SK183027,Q1915322,cgn_direct
Welwyn,MANITOBA,78,HAMRK,Welwyn,VILG,50.3246910,-101.5175830,,,SK175054,Q2205306,cgn_direct
Cadogan,ALBERTA,78,IAKGZ,Cadogan,UNP,52.3191667,-110.4486111,,,AB195027,Q5016559,cgn_direct
Ponoka,ALBERTA,78,IABXV,Ponoka,TOWN,52.6750000,-113.5800000,,,AB196029,Q1744063,cgn_direct
Dunrea,MANITOBA,78,GAHCD,Dunrea,UNP,49.4058330,-99.7308330,,,,,cgn_direct
Somerset,MANITOBA,78,GAZTM,Somerset,VILG,49.4122220,-98.6605560,49.4122,-98.6606,NS014014,Q7559796,cgn_direct
Sperling,MANITOBA,78,GBACH,Sperling,UNP,49.5080560,-97.7047220,49.5081,-97.7047,,,cgn_direct
Glenavon,SASKATCHEWAN,78,HADIV,Glenavon,VILG,50.1930167,-103.1386472,,,SK175039,Q2003498,cgn_direct
Waseca,SASKATCHEWAN,78,HAJQH,Waseca,VILG,53.0985660,-109.4699490,,,SK187033,Q2205211,cgn_direct
Unity,SASKATCHEWAN,78,HAIRP,Unity,TOWN,52.4421250,-109.1574917,52.45,-109.1667,SK183029,Q1917375,cgn_direct
Stranraer,SASKATCHEWAN,78,HASKF,Stranraer,UNP,51.7068380,-108.4847560,,,SK182043,Q7621655,cgn_direct
Tramping Lake,SASKATCHEWAN,78,HANUM,Tramping Lake,VILG,52.1361250,-108.9492167,,,SK183014,Q7833187,cgn_direct
Altona,MANITOBA,77,GAAPV,Altona,TOWN,49.1047220,-97.5588890,,,,,cgn_direct
Strathclair,MANITOBA,77,GBAUH,Strathclair,UNP,50.4047220,-100.3966700,,,MB165013,Q7622036,cgn_direct
Carlyle,SASKATCHEWAN,77,HABRI,Carlyle,TOWN,49.6353911,-102.2663556,,,SK171023,Q1099089,cgn_direct
Elstow,SASKATCHEWAN,77,HAQMW,Elstow,UNP,51.9889861,-106.0578972,51.9833,-106.0667,SK181039,Q2003135,cgn_direct
Bawlf,ALBERTA,77,IAKEQ,Bawlf,VILG,52.9194444,-112.4661110,,,AB196033,Q812033,cgn_direct
Beatty,SASKATCHEWAN,77,HAKGO,Beatty,VILG,52.9000281,-104.8043000,,,SK185032,Q4877309,cgn_direct
Waldheim,SASKATCHEWAN,77,HAJNB,Waldheim,TOWN,52.6225333,-106.6547917,,,SK185051,Q1917497,cgn_direct
Zelma,SASKATCHEWAN,77,HATYN,Zelma,VILG,51.8415940,-105.9101130,,,SK181055,Q2205408,cgn_direct
Brock,SASKATCHEWAN,77,HAKLM,Brock,VILG,51.4415528,-108.7168692,,,SK171013,Q4972742,cgn_direct
Ruddell,SASKATCHEWAN,77,HATUU,Ruddell,VILG,52.6052694,-107.8578694,,,SK186040,Q2204173,cgn_direct
Cereal,ALBERTA,77,IALOT,Cereal,UNP,51.4183333,-110.8002778,,,AB193027,Q5064053,cgn_direct
Estuary,SASKATCHEWAN,77,HAIPT,Estuary,UNP,50.9353900,-109.8183000,,,SK178034,Q5401883,cgn_direct
Estlin,SASKATCHEWAN,77,HAIPR,Estlin,UNP,50.2513730,-104.5284190,,,,,cgn_direct
Riceton,SASKATCHEWAN,77,HAIOV,Riceton,HAM,50.1094611,-104.3191069,,,,,cgn_direct
Goodlands,MANITOBA,76,GAJLC,Goodlands,UNP,49.0944440,-100.6038900,,,,,cgn_direct
Antler,MANITOBA,76,HABOJ,Antler,UNP,49.5660528,-101.4575194,,,SK171011,Q4775373,cgn_direct
Earl Grey,SASKATCHEWAN,76,HAHAJ,Earl Grey,VILG,50.9355239,-104.7112111,,,SK176045,Q2002780,cgn_direct
Elfros,SASKATCHEWAN,76,HAHUX,Elfros,VILG,51.7432611,-103.8607306,,,SK180010,Q5359941,cgn_direct
McTaggart,SASKATCHEWAN,76,HALIY,McTaggart,VILG,49.7308972,-104.0118250,,,SK172042,Q2201016,cgn_direct
Outlook,SASKATCHEWAN,76,HANHK,Outlook,TOWN,51.4890194,-107.0526617,51.5,-107.05,SK181026,Q1916369,cgn_direct
Redvers,MANITOBA,76,HAIMA,Redvers,TOWN,49.5704222,-101.7023506,,,SK171042,Q1916714,cgn_direct
Theodore,SASKATCHEWAN,76,HANBN,Theodore,VILG,51.4246570,-102.9225560,,,SK179037,Q2204939,cgn_direct
Penhold,ALBERTA,76,IAQKF,Penhold,TOWN,52.1369444,-113.8730556,,,AB196049,Q3921021,cgn_direct
Swan River,MANITOBA,76,GBBDR,Swan River,TOWN,52.1058330,-101.2666700,52.1058,-101.2667,MB169002,Q1661608,cgn_direct
Maymont,SASKATCHEWAN,76,HALBS,Maymont,VILG,52.5627833,-107.7073500,,,SK186037,Q2086383,cgn_direct
Rathwell,MANITOBA,76,GAWPU,Rathwell,UNP,49.6469440,-98.5463890,,,,,cgn_direct
Alsask,SASKATCHEWAN,76,HABME,Alsask,UNP,51.3797220,-109.9970110,51.35,-109.9833,SK183024,Q4735770,cgn_direct
Antelope,SASKATCHEWAN,76,HAPCK,Antelope,UNP,50.1500372,-108.3340305,,,,,cgn_direct
Robsart,SASKATCHEWAN,76,HAOAH,Robsart,HAM,49.3728800,-109.2820770,,,SK174035,Q7353488,cgn_direct
Stenen,SASKATCHEWAN,76,HAJVE,Stenen,VILG,51.9012190,-102.3843770,,,SK179034,Q2204811,cgn_direct
Loyalist,ALBERTA,76,IAFJI,Loyalist,UNP,51.9858334,-110.9544444,,,,,cgn_direct
Rockyford,ALBERTA,76,IAFOD,Rockyford,VILG,51.2341667,-113.1425000,,,AB194040,Q7356052,cgn_direct
Glen Ewen,SASKATCHEWAN,75,HADJB,Glen Ewen,VILG,49.2099278,-102.0177650,,,SK171034,Q2003479,cgn_direct
Oxbow,SASKATCHEWAN,75,HANZT,Oxbow,TOWN,49.2299167,-102.1692733,,,SK171026,Q1916400,cgn_direct
Whitewood,SASKATCHEWAN,75,HAUUX,Whitewood,TOWN,50.3311528,-102.2698528,50.3333,-102.2667,SK175029,Q1917595,cgn_direct
Montmartre,SASKATCHEWAN,75,HALSM,Montmartre,VILG,50.2201250,-103.4508436,,,SK176001,Q6906075,cgn_direct
Ebenezer,SASKATCHEWAN,75,HAHSE,Ebenezer,VILG,51.3698139,-102.4483778,,,,,cgn_direct
Leney,SASKATCHEWAN,75,HATVJ,Leney,UNP,52.0361740,-107.5561750,,,SK182036,Q6522417,cgn_direct
Hyas,SASKATCHEWAN,75,HAPOK,Hyas,VILG,51.8930833,-102.2603278,,,SK179024,Q2003913,cgn_direct
Lloydminster,SASKATCHEWAN,75,HAGJP,Lloydminster,CITY,53.2779556,-109.9802528,53.2833,-110.0,SK187023,Q985674,cgn_direct
Corinne,SASKATCHEWAN,74,HADTF,Corinne,UNP,50.0471080,-104.6255960,,,,,cgn_direct
Dubuc,SASKATCHEWAN,74,HAGWP,Dubuc,VILG,50.6832194,-102.4768694,,,SK175035,Q2002651,cgn_direct
Kinley,SASKATCHEWAN,74,HATVR,Kinley,VILG,52.0669520,-107.4259180,,,SK182034,Q2004280,cgn_direct
Angusville,MANITOBA,74,GAAUM,Angusville,UNP,50.7355560,-101.0205600,,,,,cgn_direct
Goodeve,SASKATCHEWAN,74,HADKH,Goodeve,VILG,51.0630639,-103.1884667,,,SK175040,Q2003614,cgn_direct
Napinka,MANITOBA,73,GASUJ,Napinka,UNP,49.3225000,-100.8411100,49.3225,-100.8411,MB158013,Q3335893,cgn_direct
Summerberry,SASKATCHEWAN,73,HAVMF,Summerberry,HAM,50.4259730,-103.0943080,,,SK175051,Q7637543,cgn_direct
Aldersyde,ALBERTA,73,IAQGT,Aldersyde,UNP,50.6761111,-113.8788889,50.6833,-113.8667,,,cgn_direct
Monarch,ALBERTA,73,IAKEU,Monarch,UNP,49.8044444,-113.1077778,,,AB190034,Q6897971,cgn_direct
Winnifred,ALBERTA,73,IAPMF,Winnifred,UNP,49.9044445,-111.2097222,,,,,cgn_direct
Leask,SASKATCHEWAN,73,HAGCR,Leask,VILG,53.0201528,-106.7415611,,,SK186007,Q6510317,cgn_direct
Valparaiso,SASKATCHEWAN,73,HAUTR,Valparaiso,VILG,52.8508390,-104.1815200,,,,,cgn_direct
Wroxton,MANITOBA,73,HATYK,Wroxton,UNP,51.2238220,-101.8849770,51.2333,-101.8833,SK179041,Q8038724,cgn_direct
Lavoy,ALBERTA,73,IACTN,Lavoy,UNP,53.4566667,-111.8652778,,,AB198030,Q6502809,cgn_direct
Hafford,SASKATCHEWAN,73,HAEIZ,Hafford,TOWN,52.7269889,-107.3533611,,,SK186033,Q1911249,cgn_direct
Snipe Lake,SASKATCHEWAN,73,HAIXY,Snipe Lake,UNP,51.1654770,-108.8876940,,,SK178021,Q7547791,cgn_direct
Oak Lake,MANITOBA,72,GATVL,Oak Lake,TOWN,49.7663890,-100.6280600,0.0,0.0,MB162009,Q75834,cgn_direct
Waskada,MANITOBA,72,GBDFZ,Waskada,VILG,49.0966670,-100.8019400,49.0967,-100.8019,,,cgn_direct
Cymric,SASKATCHEWAN,72,HATPQ,Cymric,UNP,51.2412730,-104.9845110,,,,,cgn_direct
Jansen,SASKATCHEWAN,72,HATNA,Jansen,VILG,51.7867722,-104.7162528,,,SK180026,Q2004086,cgn_direct
Midale,SASKATCHEWAN,72,HALMR,Midale,TOWN,49.3963806,-103.4107000,,,SK172043,Q1915411,cgn_direct
Strassburg,SASKATCHEWAN,72,HAJYP,Strasbourg,,51.0702806,-104.9555028,,,,,agent_high
Senlac,SASKATCHEWAN,72,HAIBC,Senlac,VILG,52.4931361,-109.7082361,,,SK183019,Q7450819,cgn_direct
New Dayton,ALBERTA,72,IANOO,New Dayton,UNP,49.4255556,-112.3813889,,,,,cgn_direct
Bruderheim,ALBERTA,72,IAJHT,Bruderheim,TOWN,53.7997222,-112.9283333,,,AB198023,Q2493627,cgn_direct
Islay,ALBERTA,72,IALZN,Islay,UNP,53.3938889,-110.5388889,,,AB198027,Q14874824,cgn_direct
Dilke,SASKATCHEWAN,72,HAFZU,Dilke,VILG,50.8664806,-105.2516439,50.8667,-105.25,SK176041,Q1999957,cgn_direct
Burstall,SASKATCHEWAN,72,HASJA,Burstall,TOWN,50.6556306,-109.9093722,50.65,-109.9,SK178030,Q855486,cgn_direct
Willowbrook,SASKATCHEWAN,72,HANJA,Willowbrook,HAM,51.2043330,-102.7968380,51.2,-102.8,SK179040,Q8022400,cgn_direct
Czar,ALBERTA,72,IAOHK,Czar,VILG,52.4547222,-110.8283333,,,AB195030,Q3447790,cgn_direct
Clairmont,ALBERTA,72,IASSJ,Clairmont,UNP,55.2613889,-118.7936111,,,AB204025,Q1743722,cgn_direct
Westlock,ALBERTA,72,IAPIL,Westlock,TOWN,54.1552778,-113.8569444,,,AB202033,Q1004113,cgn_direct
